dataset,baseline,measurement,k,leaky,n_nodes,n_edges,coverage,mean_xy_error,median_xy_error,p90_xy_error,center_median_error,median_vs_center
tiny_mouse_ileum_multimodal_v3,spagcn,spagcn_adjacency,12,True,21,146,1.0,300.06091558772715,347.4548429355722,413.97708439902476,247.70401543485468,1.4027016975304207
