domain,n_cells,center_x,center_y,mean_xy_radius,median_xy_radius,p90_xy_radius
0,12,447.0651397705078,312.4387893676758,58.161884563639376,33.76051284468849,158.6622015262979
1,9,912.2572224934896,376.98456488715277,11.738866462175539,14.163515142178902,16.403775034707785
