domain,n_cells,center_x,center_y,mean_xy_radius,median_xy_radius,p90_xy_radius
0,9,911.1598171657986,377.79438951280383,10.553900467387265,10.736123278291636,15.116794082733845
1,11,460.45288640802556,310.18288629705256,85.26065270683215,46.140766135508024,66.01904745615714
