dataset,baseline,measurement,k,leaky,n_nodes,n_edges,coverage,mean_xy_error,median_xy_error,p90_xy_error,center_median_error,median_vs_center
tiny_mouse_ileum_nucexp_v3,spagcn,spagcn_adjacency,12,True,20,141,1.0,443.4337023655884,445.761117549544,472.304490466024,250.19505360381027,1.7816543977540706
