domain,n_cells,center_x,center_y,mean_xy_radius,median_xy_radius,p90_xy_radius
0,192,64.85275035724044,712.6248827377955,84.31954117712523,81.03497702471606,110.6195050584125
1,165,86.60877594225335,816.7471546519886,45.217747937014195,40.89940590986921,66.68739127634794
