dataset,measurement,label,k,seed,status,leaky,n_nodes,n_edges,coverage,real_spread,pred_spread,pred_spread_ratio,mean_xy_error,median_xy_error,p90_xy_error,center_median_error,median_vs_center,status_reason,runtime_sec,n_union_edges,n_directed_neighbors,mix_mode,k_expression,k_morphology,k_morphology_image,k_seq_jaccard_all,weight_expression,weight_morphology,weight_morphology_image,weight_seq_jaccard_all,spatial_median_xy_error_same_k,spatial_mean_xy_error_same_k,spatial_p90_xy_error_same_k,median_vs_spatial_same_k,spatial_best_k,spatial_best_median_xy_error,median_vs_spatial_best
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,2,13.0,ok,False,358,714,1.0,96.76161193847656,55.57661056518555,0.5743663158538795,94.7674789428711,83.26959228515625,165.5366668701172,77.69300842285156,1.071777105331421,,,,,,,,,,,,,,2.749267816543579,3.8135621547698975,8.51308822631836,30.28791585311759,4,2.705214738845825,30.78113951156537
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,2,14.0,ok,False,358,715,1.0,96.76161193847656,56.619083404541016,0.5851399358718914,90.6068344116211,83.28726959228516,157.23590087890625,77.69300842285156,1.0720046758651731,,,,,,,,,,,,,,2.749267816543579,3.8135621547698975,8.51308822631836,30.29434567673191,4,2.705214738845825,30.78767404166204
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,2,15.0,ok,False,358,713,1.0,96.76161193847656,49.9089241027832,0.5157926072430101,91.52800750732422,82.5267333984375,161.78077697753906,77.69300842285156,1.0622156858444214,,,,,,,,,,,,,,2.749267816543579,3.8135621547698975,8.51308822631836,30.01771340785248,4,2.705214738845825,30.506536953753024
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,2,16.0,ok,False,358,716,1.0,96.76161193847656,47.60537338256836,0.4919861547246343,91.95452117919922,82.542236328125,157.3452606201172,77.69300842285156,1.0624152421951294,,,,,,,,,,,,,,2.749267816543579,3.8135621547698975,8.51308822631836,30.023352338186665,4,2.705214738845825,30.512267711265498
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,2,17.0,ok,False,358,716,1.0,96.76161193847656,50.3008918762207,0.5198434675540881,93.14509582519533,85.27005004882812,159.798583984375,77.69300842285156,1.0975253582000732,,,,,,,,,,,,,,2.749267816543579,3.8135621547698975,8.51308822631836,31.01554877110187,4,2.705214738845825,31.52062157003049
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,2,18.0,ok,False,358,714,1.0,96.76161193847656,52.88022613525391,0.5465000538527248,97.35051727294922,86.44477844238281,167.41729736328125,77.69300842285156,1.1126455068588257,,,,,,,,,,,,,,2.749267816543579,3.8135621547698975,8.51308822631836,31.442836497123256,4,2.705214738845825,31.954867464334576
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,2,19.0,ok,False,358,716,1.0,96.76161193847656,50.09938049316406,0.5177609125095859,91.48011016845705,82.54368591308594,160.22161865234375,77.69300842285156,1.0624339580535889,,,,,,,,,,,,,,2.749267816543579,3.8135621547698975,8.51308822631836,30.02387960037342,4,2.705214738845825,30.51280355965495
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,0.0,ok,False,358,1070,1.0,96.76161193847656,43.33209609985352,0.4478232145140899,90.42596435546876,81.178955078125,152.3138427734375,77.69300842285156,1.044868230819702,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,27.514573569592823,4,2.705214738845825,30.00832204276687
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,1.0,ok,False,358,1068,1.0,96.76161193847656,40.48363876342773,0.418385328152328,90.33441162109376,83.13565063476562,154.9950714111328,77.69300842285156,1.070053219795227,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,28.177770623492712,4,2.705214738845825,30.73162712037984
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,2.0,ok,False,358,1070,1.0,96.76161193847656,41.53091812133789,0.4292086219868296,90.9011688232422,83.40560913085938,155.03013610839844,77.69300842285156,1.0735278129577637,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,28.269269619684025,4,2.705214738845825,30.831419012024245
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,3.0,ok,False,358,1067,1.0,96.76161193847656,38.88496780395508,0.4018635802458428,94.42654418945312,83.39668273925781,161.2629852294922,77.69300842285156,1.0734130144119265,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,28.26624413286671,4,2.705214738845825,30.82811931404708
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,4.0,ok,False,358,1068,1.0,96.76161193847656,39.72875213623047,0.4105838187306243,87.78244018554688,82.43828582763672,150.52333068847656,77.69300842285156,1.0610772371292114,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,27.94140769824777,4,2.705214738845825,30.47384174123229
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,5.0,ok,False,358,1073,1.0,96.76161193847656,39.6191635131836,0.4094512557146572,87.2336196899414,80.01409912109375,153.61843872070312,77.69300842285156,1.0298751592636108,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,27.1197604693642,4,2.705214738845825,29.57772555802044
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,6.0,ok,False,358,1073,1.0,96.76161193847656,40.55274200439453,0.4190994878235283,89.77095794677734,82.3516845703125,148.8917236328125,77.69300842285156,1.0599626302719116,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,27.91205530434749,4,2.705214738845825,30.441829030344444
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,7.0,ok,False,358,1071,1.0,96.76161193847656,40.88526153564453,0.4225359697566881,88.93132019042969,77.54597473144531,159.3125457763672,77.69300842285156,0.9981074929237366,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,26.283221122035403,4,2.705214738845825,28.66536752809877
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,8.0,ok,False,358,1069,1.0,96.76161193847656,38.25837707519531,0.3953879674877775,88.26589965820312,80.8023910522461,145.89013671875,77.69300842285156,1.0400214195251465,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,27.38694198596704,4,2.705214738845825,29.869122732460152
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,9.0,ok,False,358,1068,1.0,96.76161193847656,39.177371978759766,0.4048854829296324,91.18928527832033,83.88508605957031,154.73736572265625,77.69300842285156,1.0796992778778076,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,28.43178222183865,4,2.705214738845825,31.008660737727507
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,10.0,ok,False,358,1072,1.0,96.76161193847656,42.43740081787109,0.4385768278111556,90.7739486694336,83.71560668945312,157.08448791503906,77.69300842285156,1.077517867088318,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,28.374339346488384,4,2.705214738845825,30.946011600236304
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,11.0,ok,False,358,1071,1.0,96.76161193847656,42.35937881469727,0.437770495613802,91.28124237060548,82.70578002929688,159.9335174560547,77.69300842285156,1.064520239830017,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,28.03207145320661,4,2.705214738845825,30.572722690614626
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,12.0,ok,False,358,1068,1.0,96.76161193847656,39.8577766418457,0.4119172453140639,89.46680450439453,79.35743713378906,154.55401611328125,77.69300842285156,1.021423101425171,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,26.897193246828976,4,2.705214738845825,29.33498623759782
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,13.0,ok,False,358,1067,1.0,96.76161193847656,40.5422477722168,0.4189910333241923,88.92351531982422,80.28855895996094,145.3666229248047,77.69300842285156,1.0334078073501587,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,27.212785138395013,4,2.705214738845825,29.67918139992684
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,14.0,ok,False,358,1068,1.0,96.76161193847656,41.89337539672852,0.4329545008341259,93.54063415527344,84.72071838378906,163.47207641601562,77.69300842285156,1.0904548168182373,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,28.71500916211793,4,2.705214738845825,31.317557592464915
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,15.0,ok,False,358,1070,1.0,96.76161193847656,41.522098541259766,0.4291174744759373,91.77967071533205,82.55537414550781,154.74563598632812,77.69300842285156,1.062584400177002,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,27.98109329327796,4,2.705214738845825,30.51712418982676
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,16.0,ok,False,358,1067,1.0,96.76161193847656,41.05689239501953,0.4243097192420123,91.23649597167967,83.1077880859375,150.6375274658203,77.69300842285156,1.0696945190429688,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,28.168326967204823,4,2.705214738845825,30.7213275502836
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,17.0,ok,False,358,1072,1.0,96.76161193847656,40.27888870239258,0.416269302417191,89.11872100830078,81.18894958496094,146.04925537109375,77.69300842285156,1.0449968576431274,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,27.517961080473743,4,2.705214738845825,30.01201657639942
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,18.0,ok,False,358,1071,1.0,96.76161193847656,39.64496612548828,0.4097179173771468,89.6181640625,80.31471252441406,153.33203125,77.69300842285156,1.03374445438385,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,27.221649556181124,4,2.705214738845825,29.68884923297445
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,3,19.0,ok,False,358,1073,1.0,96.76161193847656,37.470516204833984,0.3872456799154883,82.6076889038086,76.46479034423828,139.2622833251953,77.69300842285156,0.9841914176940918,,,,,,,,,,,,,,2.9503984451293945,3.660726547241211,6.988227367401123,25.9167674354183,4,2.705214738845825,28.26570077644256
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,0.0,ok,False,358,1418,1.0,96.76161193847656,35.154762268066406,0.3633131110963579,87.04780578613281,78.77363586425781,144.71832275390625,77.69300842285156,1.0139089822769165,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,29.119180349381963,4,2.705214738845825,29.119180349381963
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,1.0,ok,False,358,1427,1.0,96.76161193847656,33.4617805480957,0.3458166919477481,87.18521881103516,80.9168701171875,148.34420776367188,77.69300842285156,1.041494846343994,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,29.911440653953605,4,2.705214738845825,29.911440653953605
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,2.0,ok,False,358,1422,1.0,96.76161193847656,33.29940414428711,0.3441385842709989,86.56293487548828,77.95516967773438,148.98826599121094,77.69300842285156,1.0033743381500244,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,28.816629067677564,4,2.705214738845825,28.816629067677564
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,3.0,ok,False,358,1427,1.0,96.76161193847656,35.623905181884766,0.3681615515514079,86.59881591796875,80.38799285888672,144.51576232910156,77.69300842285156,1.034687638282776,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,29.71593777918869,4,2.705214738845825,29.71593777918869
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,4.0,ok,False,358,1427,1.0,96.76161193847656,34.6856689453125,0.3584651831489383,87.36676025390625,77.70035552978516,149.9091033935547,77.69300842285156,1.0000945329666138,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,28.72243538157561,4,2.705214738845825,28.72243538157561
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,5.0,ok,False,358,1426,1.0,96.76161193847656,33.4874267578125,0.3460817372400186,87.40265655517578,80.96328735351562,148.56820678710938,77.69300842285156,1.0420923233032229,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,29.92859908343485,4,2.705214738845825,29.92859908343485
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,6.0,ok,False,358,1427,1.0,96.76161193847656,36.63870620727539,0.3786491923116286,87.46927642822266,77.96971130371094,146.42047119140625,77.69300842285156,1.0035614967346191,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,28.82200447310019,4,2.705214738845825,28.82200447310019
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,7.0,ok,False,358,1415,1.0,96.76161193847656,34.40869140625,0.3556027097618826,87.3536605834961,80.94915771484375,146.82420349121094,77.69300842285156,1.0419104099273682,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,29.92337597176502,4,2.705214738845825,29.92337597176502
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,8.0,ok,False,358,1420,1.0,96.76161193847656,37.54093170166016,0.3879734013270636,86.6629409790039,79.54997253417969,142.27857971191406,77.69300842285156,1.023901343345642,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,29.406158184736025,4,2.705214738845825,29.406158184736025
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,9.0,ok,False,358,1426,1.0,96.76161193847656,34.4590950012207,0.3561236146327394,86.4542236328125,79.8402099609375,148.05227661132812,77.69300842285156,1.027637004852295,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,29.51344631332342,4,2.705214738845825,29.51344631332342
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,10.0,ok,False,358,1426,1.0,96.76161193847656,34.425174713134766,0.3557730594135115,87.85747528076172,78.82087707519531,156.8539581298828,77.69300842285156,1.0145169496536257,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,29.1366433663688,4,2.705214738845825,29.1366433663688
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,11.0,ok,False,358,1423,1.0,96.76161193847656,35.449195861816406,0.366355987169332,88.57054138183594,78.95599365234375,151.735595703125,77.69300842285156,1.0162560939788818,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,29.186590076775264,4,2.705214738845825,29.186590076775264
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,12.0,ok,False,358,1427,1.0,96.76161193847656,35.20467758178711,0.3638289697382379,86.39335632324219,78.86370849609375,149.5457000732422,77.69300842285156,1.015068292617798,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,29.15247627614982,4,2.705214738845825,29.15247627614982
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,13.0,ok,False,358,1425,1.0,96.76161193847656,36.403053283691406,0.3762137954753934,87.07882690429688,78.75592041015625,149.3094940185547,77.69300842285156,1.013680934906006,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,29.1126317180119,4,2.705214738845825,29.1126317180119
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,14.0,ok,False,358,1423,1.0,96.76161193847656,36.0072021484375,0.3721228018744848,86.65022277832031,77.16808319091797,149.09471130371094,77.69300842285156,0.9932435750961304,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,28.5256774934775,4,2.705214738845825,28.5256774934775
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,15.0,ok,False,358,1430,1.0,96.76161193847656,33.73645782470703,0.3486553928654838,86.74523162841797,79.26933288574219,147.40426635742188,77.69300842285156,1.020289182662964,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,29.302417936537747,4,2.705214738845825,29.302417936537747
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,16.0,ok,False,358,1425,1.0,96.76161193847656,35.93825149536133,0.3714102191498397,84.22908782958984,76.45675659179688,147.8005828857422,77.69300842285156,0.9840880036354064,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,28.262731048263102,4,2.705214738845825,28.262731048263102
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,17.0,ok,False,358,1418,1.0,96.76161193847656,34.541290283203125,0.3569730763183785,86.49886322021484,78.94597625732422,148.75155639648438,77.69300842285156,1.016127109527588,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,29.18288708237867,4,2.705214738845825,29.18288708237867
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,18.0,ok,False,358,1423,1.0,96.76161193847656,34.725563049316406,0.3588774758258035,87.75025939941406,79.36072540283203,151.0666961669922,77.69300842285156,1.0214654207229614,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,29.33620176736548,4,2.705214738845825,29.33620176736548
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,4,19.0,ok,False,358,1421,1.0,96.76161193847656,34.72322463989258,0.3588533091198446,87.63276672363281,81.3913345336914,149.76910400390625,77.69300842285156,1.0476018190383911,,,,,,,,,,,,,,2.705214738845825,3.616849660873413,7.53884220123291,30.08682947233123,4,2.705214738845825,30.08682947233123
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,0.0,ok,False,358,1773,1.0,96.76161193847656,30.78477668762207,0.3181507218709398,85.44359588623047,77.50369262695312,143.27581787109375,77.69300842285156,0.9975633025169371,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,27.70353200933797,4,2.705214738845825,28.649737676654805
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,1.0,ok,False,358,1781,1.0,96.76161193847656,31.30395698547364,0.323516282525114,87.56500244140625,76.27302551269531,152.94442749023438,77.69300842285156,0.981723129749298,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,27.263632636326363,4,2.705214738845825,28.194813675027167
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,2.0,ok,False,358,1781,1.0,96.76161193847656,32.0400505065918,0.3311235712667091,86.9200210571289,77.73782348632812,146.19468688964844,77.69300842285156,1.0005768537521362,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,27.787221592856127,4,2.705214738845825,28.73628565231565
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,3.0,ok,False,358,1782,1.0,96.76161193847656,30.71746635437012,0.3174550913217634,84.76719665527344,79.69151306152344,143.60598754882812,77.69300842285156,1.0257230997085571,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,28.485563824667555,4,2.705214738845825,29.458479549584176
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,4.0,ok,False,358,1782,1.0,96.76161193847656,31.75185775756836,0.3281451923078439,85.49466705322266,78.17324829101562,147.72760009765625,77.69300842285156,1.006181240081787,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,27.942863273987136,4,2.705214738845825,28.89724322748888
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,5.0,ok,False,358,1782,1.0,96.76161193847656,32.39971923828125,0.3348406314157085,88.29623413085938,80.62195587158203,145.76341247558594,77.69300842285156,1.0376989841461182,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,28.81814865124332,4,2.705214738845825,29.802423709246547
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,6.0,ok,False,358,1786,1.0,96.76161193847656,31.30819320678711,0.3235600625038536,87.67475891113281,81.71401977539062,147.42083740234375,77.69300842285156,1.0517550706863403,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,29.20850459803704,4,2.705214738845825,30.20611214407835
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,7.0,ok,False,358,1777,1.0,96.76161193847656,31.381610870361328,0.3243188103389031,86.4427719116211,78.10707092285156,144.43600463867188,77.69300842285156,1.0053294897079468,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,27.91920831284804,4,2.705214738845825,28.87278033838297
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,8.0,ok,False,358,1781,1.0,96.76161193847656,31.25938415527344,0.3230556367244991,89.15066528320312,80.29309844970703,147.85585021972656,77.69300842285156,1.0334662199020386,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,28.70059925708382,4,2.705214738845825,29.680859451462226
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,9.0,ok,False,358,1778,1.0,96.76161193847656,31.423837661743164,0.3247552105862314,86.12390899658203,79.31489562988281,145.92105102539062,77.69300842285156,1.0208755731582642,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,28.350942715413435,4,2.705214738845825,29.31926049749469
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,10.0,ok,False,358,1778,1.0,96.76161193847656,33.467628479003906,0.3458771284244774,84.85306549072266,75.32412719726562,147.3106231689453,77.69300842285156,0.9695097208023072,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,26.924450928150936,4,2.705214738845825,27.84404731929064
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,11.0,ok,False,358,1773,1.0,96.76161193847656,29.242599487304688,0.3022128187146971,87.2991714477539,79.42996215820312,145.57470703125,77.69300842285156,1.022356629371643,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,28.392073004080697,4,2.705214738845825,29.361795578598603
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,12.0,ok,False,358,1773,1.0,96.76161193847656,31.07345962524414,0.3211341667706137,86.83292388916016,80.61526489257812,141.5585174560547,77.69300842285156,1.0376129150390625,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,28.81575697486345,4,2.705214738845825,29.799950345891016
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,13.0,ok,False,358,1782,1.0,96.76161193847656,30.71941947937012,0.3174752762376704,86.8873519897461,79.58778381347656,143.84149169921875,77.69300842285156,1.0243879556655884,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,28.448486023001987,4,2.705214738845825,29.420135366936726
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,14.0,ok,False,358,1777,1.0,96.76161193847656,30.355663299560547,0.3137159736328228,85.72946166992188,77.15737915039062,147.41159057617188,77.69300842285156,0.9931058287620544,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,27.57974298512472,4,2.705214738845825,28.521720676159585
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,15.0,ok,False,358,1770,1.0,96.76161193847656,33.28360748291016,0.3439753308788686,87.626953125,76.46037292480469,147.8291778564453,77.69300842285156,0.984134554862976,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,27.3305995749627,4,2.705214738845825,28.26406784898206
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,16.0,ok,False,358,1779,1.0,96.76161193847656,31.894250869750977,0.3296167791213538,86.94915771484375,78.39767456054688,146.07545471191406,77.69300842285156,1.0090699195861816,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,28.02308397226562,4,2.705214738845825,28.98020383919507
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,17.0,ok,False,358,1776,1.0,96.76161193847656,32.56272506713867,0.3365252439969981,86.92701721191406,80.18183898925781,144.54779052734375,77.69300842285156,1.032034158706665,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,28.660829796824263,4,2.705214738845825,29.6397316774443
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,18.0,ok,False,358,1772,1.0,96.76161193847656,31.164417266845703,0.322074184612187,87.09050750732422,78.11431884765625,152.08226013183594,77.69300842285156,1.0054227113723757,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,27.921799068333648,4,2.705214738845825,28.87545958033024
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,5,19.0,ok,False,358,1785,1.0,96.76161193847656,30.91573905944824,0.3195041756756309,84.95481872558594,78.51853942871094,142.92529296875,77.69300842285156,1.0106256008148191,,,,,,,,,,,,,,2.7976105213165283,3.763559103012085,8.486469268798828,28.066286865321366,4,2.705214738845825,29.0248823138568
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,8,0.0,ok,False,358,2823,1.0,96.76161193847656,25.413345336914062,0.2626387141325477,87.8140640258789,77.90098571777344,150.22943115234375,77.69300842285156,1.0026769638061523,,,,,,,,,,,,,,3.1686582565307617,4.665928840637207,10.754959106445312,24.584849299294312,4,2.705214738845825,28.79659961893072
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,8,1.0,ok,False,358,2835,1.0,96.76161193847656,24.11981773376465,0.2492705242353819,81.15621948242188,74.65553283691406,135.75265502929688,77.69300842285156,0.9609041213989258,,,,,,,,,,,,,,3.1686582565307617,4.665928840637207,10.754959106445312,23.560613607682463,4,2.705214738845825,27.59689712054641
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,8,2.0,ok,False,358,2834,1.0,96.76161193847656,22.752197265625,0.2351366085146598,83.35476684570312,78.13465118408203,136.57652282714844,77.69300842285156,1.005684494972229,,,,,,,,,,,,,,3.1686582565307617,4.665928840637207,10.754959106445312,24.658592015419348,4,2.705214738845825,28.882975559056
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,8,3.0,ok,False,358,2840,1.0,96.76161193847656,23.463397979736328,0.2424866381376008,84.37886047363281,76.26104736328125,145.48158264160156,77.69300842285156,0.9815689921379088,,,,,,,,,,,,,,3.1686582565307617,4.665928840637207,10.754959106445312,24.0672995284687,4,2.705214738845825,28.190385875177466
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,8,4.0,ok,False,358,2837,1.0,96.76161193847656,24.02276039123535,0.2482674679552632,84.42655944824219,77.62052154541016,143.4880828857422,77.69300842285156,0.9990670084953308,,,,,,,,,,,,,,3.1686582565307617,4.665928840637207,10.754959106445312,24.4963373331379,4,2.705214738845825,28.69292423659011
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,8,5.0,ok,False,358,2825,1.0,96.76161193847656,24.36720848083496,0.2518272276853783,85.30851745605469,79.21831512451172,141.78152465820312,77.69300842285156,1.0196324586868286,,,,,,,,,,,,,,3.1686582565307617,4.665928840637207,10.754959106445312,25.00058659252345,4,2.705214738845825,29.28355889348365
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,8,6.0,ok,False,358,2830,1.0,96.76161193847656,23.95437240600586,0.2475607002210406,85.22614288330078,77.46253967285156,141.61688232421875,77.69300842285156,0.9970335960388184,,,,,,,,,,,,,,3.1686582565307617,4.665928840637207,10.754959106445312,24.44647967738314,4,2.705214738845825,28.63452522290368
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,8,7.0,ok,False,358,2828,1.0,96.76161193847656,22.30873107910156,0.2305535287411913,83.26930236816406,80.17002868652344,138.1139678955078,77.69300842285156,1.0318821668624878,,,,,,,,,,,,,,3.1686582565307617,4.665928840637207,10.754959106445312,25.30093881891145,4,2.705214738845825,29.63536592319759
tiny_human_kidney_protein_v4,random_neighbors,random_neighbors,8,8.0,ok,False,358,2831,1.0,96.76161193847656,23.59324073791504,0.2438285210969429,84.68694305419922,75.74493408203125,143.67947387695312,77.69300842285156,0.9749259948730468,,,,,,,,,,,,,,3.1686582565307617,4.665928840637207,10.754959106445312,23.904418826459807,4,2.705214738845825,27.999601286494425
